# 通譯輸入法 測資
#
# 一份檔案，用 `## 標籤 ｜ 主測：… ｜ 來源：…` 分節。計分器共用
# `src/bin/common/testdata.rs` 讀這份，**不再各自寫死檔名清單**——
# 從前十支計分器各有一份清單而且子集互不相同，加一個檔要改十處、
# 漏一處那支就默默少量一組。
#
# ## 格式
#
# 資料列三欄，**用 TAB 分隔**（用空白分欄的行會被靜默跳過）：
#
#   文字期望 <TAB> 按鍵期望 <TAB> 按鍵序列
#
#   第一欄 文字期望：各段用 `|` 分隔，`_` = 分隔符空白自成一段
#   第二欄 按鍵期望：**同樣的切法標在按鍵層級**，`|` 就是切點位置
#   第三欄 按鍵序列：使用者實際按的鍵
#
#   第二欄是計分基準——它不需要任何推導，逐字元比對即可。
#   按鍵序列裡的空白可能是「一聲」也可能是「分隔符」，正是要測的東西：
#     `check| |u vu84`   第一個空白是分隔符（前後都切），第二個是「一」的一聲
#
# ## 四種標記，沒有第五種（見 期望基準審核.md §0）
#
#   照寫 `A|B`   正確：段數與每段文字都要一樣
#   `~` 開頭     寬容-段：只比接起來的文字，切成幾段不管
#   ` || `       寬容-列舉：命中任一個就算對（前後**都要有空白**）
#   重產         測資本身寫錯，用 mkkeys 重產
#
# ## 規矩
#
# - **按鍵序列不准手敲**，一律用 mkkeys 產生並當場驗證。舊的 100 組
#   測資就是手敲注音毀掉的（多音字判讀錯），錯的期望會把計分器帶偏
# - **不從詞庫抽樣**——抽到的必然都是引擎查得到的東西，測不出真實使用
#   的樣子。真實輸入會有詞庫沒收的組合、專有名詞、口語說法
# - **刻意保留失敗案例**：測資反映真實需求，不是反映目前的能力。把做
#   不到的排除在外數字會好看，但下次改動時無從得知有沒有修好
# - 加完新測資先跑 `check_testdata`，**要先是 0** 才算數
#
# ## 節標題的「來源」
#
#   人工          人寫的句子，不能重產
#   使用者實測    實際打字時回報的案例，不能重產
#   生成          工具產的，可以整節重產
#
# 保留集（holdout）另外標記：它的規矩是**寫的時候不看引擎輸出**，
# 產測資時不准拿引擎篩選，否則它就失去「證明泛化」的意義。


## cutpoint ｜ 主測：切點 ｜ 來源：人工
# 切點測資：三語所有排列組合
#
# 15 種組合（中/英/日 的單語重複、兩語、三語排列）× 20 句 = 300 句
# 每種組合 10 句有分隔符空白（標成獨立的 `_` 段）、10 句完全黏著。
#
# 標記規則（依「通用語言輸入法 篩選規則」canvas）：
#
# 注音按鍵依「注音按鍵合法表及對照表.md」（使用者核對過）轉換。
#
#
#
已經|_|完成	u3ru/ | |j06t/6	u3ru/  j06t/6
我對這個提案有些疑問	ji32jo45k4ek7wu604u.3vu, u6jp4	ji32jo45k4ek7wu604u.3vu, u6jp4
公司政策最近有些調整	ej/ n 5/4hk4yjo4rup4u.3vu, wul65/3	ej/ n 5/4hk4yjo4rup4u.3vu, wul65/3
他很快就適應了新環境	w8 cp3dj94ru.4g4u/4xk7vup cj06ru/4	w8 cp3dj94ru.4g4u/4xk7vup cj06ru/4
這批貨物預計明天到達	5o4qu cji4j4m4ru4au/6wu0 2l4286	5o4qu cji4j4m4ru4au/6wu0 2l4286
我們一起想辦法解決	ji3ap6u fu3vu;3104z83ru,3rm,6	ji3ap6u fu3vu;3104z83ru,3rm,6
那場演講的內容很精彩	s8 t;3u03ru;32k7so4bj/6cp3ru/ h93	s8 t;3u03ru;32k7so4bj/6cp3ru/ h93
請務必在期限內完成	fu/3j41u4y94fu6vu04so4j06t/6	fu/3j41u4y94fu6vu04so4j06t/6
## regression ｜ 主測：回歸 ｜ 來源：使用者實測
# 實測回報過、已經修好的錯——**每修一個 bug 就在這裡加一筆**。
#
# 為什麼要這一節：修完不鎖住，下次改排序就可能默默退回去。而這類
# 案例最便宜也最有價值——它們是真實踩到的，不是想像出來的。
#
# 每一筆後面標的是修它的 commit。
#
# ---- 輕聲別名：ㄕㄣˊㄇㄛˊ 不該打出「什麼」（8612edc）----
# 什麼是 ㄕㄣˊㄇㄛ˙（輕聲）、神魔是 ㄕㄣˊㄇㄛˊ（二聲），讀音完全不同。
# 一鍵多詞的別名放寬過，接上 bigram 之後「什麼」分數壓倒性地高，
# 一有機會競爭就贏。改回只填空位。
神魔	gp6ai6	gp6ai6
什麼	gk6ai7	gk6ai7
什麼|_|意思	gk6ai7| |u4n 	gk6ai7 u4n 
#
# ---- 同讀音的詞靠上下文挑（a0d58dd）----
# 詞層原本取 words_for 的第一個，而那個順序是靜態詞頻排的——它不知道
# 這句話在講什麼。「救回來」／「就回來」讀音完全相同，詞頻永遠讓前者贏。
救回來	ru.4cjo6x96	ru.4cjo6x96
我不曉得	ji31j4vul32k6	ji31j4vul32k6
#
# ---- 詞層擋掉「好得」「大的」這類搭配（4cbd276）----
# BPMFMappings 是語料統計出來的，把高頻搭配也收成了詞。詞層是強證據，
# 只要它開口字頻就沒機會發言。清單 356 個，人工複查過。
# **真詞不可以被一起殺掉**——懂得／顯得／省得／樂得／懶得／來得。
好的	cl32k7	cl32k7
大的	2842k7	2842k7
懂得	2j/32k7	2j/32k7
顯得	vu032k7	vu032k7
#
# ---- 單一假名一律算碎片，中文不再被切走（4399a86）----
# 大千鍵盤上「聲母＋介音ㄧ」剛好拼成合法假名的五組：ru(る) su fu vu xu，
# 而它們底下全是高頻字。原本要求「不在詞典裡」才罰，但 mozc 收了大量
# 單假名詞條，那道門形同虛設。
就	ru.4	ru.4
年	su06	su06
想	vu;3	vu;3
六	xu.4	xu.4
前	fu06	fu06
#
# ---- 符號名字要在詞庫修正之後才比對（5afd34e）----
# merge_symbols 跑在 apply_word_context 之前，那時每一格還是逐字的
# 字頻第一名，「音樂」其實是「因月」，查不到符號名字。
♪ || 🎵	\|up m,4|\	\up m,4\
☎ || 📞	\|2u04cj84|\	\2u04cj84\
#
# ---- 反斜線不參與切分競爭（8b24b34）----
# 打 \noteq\ 什麼都沒發生：第一名切法把收尾的反斜線吞進英文段，
# 符號比對找不到獨立成段的收尾反斜線，整個功能靜靜失效。
# noteq 不是符號名字。這一筆**不放進來**：它在計分器這條路上一種合法切法
# 都沒有（prune 的「英文段必須是詞」把它殺光），真正打字時是靠上層的退路
# 才活著——實測打得出來。放進來會是永遠紅的一列，而紅的還不是它該測的
# 東西。守著這條規則的是單元測試 cutpoint::incremental::tests::反斜線一定自成一段。
★	\|vu/ |\	\vu/ \
⭐ || ★	\|star|\	\star\
# ---- 小數點被當成注音的ㄥ（本次）----
# `.` 在鍵盤上就是ㄥ，`.3`／`.4`／`.6` 剛好都是完整音節（ㄥˇ／ㄥˋ／ㄥˊ），
# 於是 `2.64` 被切成「英:2|注:.6|英:4」打出「2吽4」。
# 病因三層，全部修完（§2.66）：
#   1. clean_word 把小數點當標點（swallowed）
#   2. prune 只放行「整段都是數字」，0.49 含小數點被判死，整段那條切法
#      在生成階段就沒產出
#   3. passthrough 罰整串 4 分，輸給拆開的 2 分
# 第 3 層要**只豁免含小數點的**——連純數字一起豁免會讓數字在句子裡變成
# 免費的分隔符，實測淨退 6 句。
#
# 「圓周率3.14」同一句裡有兩種 `.`——`5.` 是注音的一部分、`3.14` 是小數。
版本|1.39	1031p3|1.39	1031p31.39
圓周率|3.14	m065. xm4|3.14	m065. xm43.14
誤差|0.49|公尺	j4t8 |0.49|ej/ t3	j4t8 0.49ej/ t3
大約|1.69|倍	284m, |1.69|1o4	284m, 1.691o4
# 下面這筆的數字已經對了，剩句首「看」被「刊」壓過——選字問題，不是切點。
看|2.64|現在|可以|做|什麼	d0 |2.64|vu04y94|dk3u3|yji4|gk6ai7	d0 2.64vu04y94dk3u3yji4gk6ai7
# 詞被另一種語言的短段從中間剖開（`rank::split_sandwich`）。
# 兩個方向都要守：日文詞被英文剖開、英文詞被日文剖開。
# review 被 `ie`（いえ）剖開成 rev|家|we
review|稿	review|el3	reviewel3
# アドバイス 被 `is` 剖開成 あどば|is|うを
# ——要夠長觸發分區凍結才重現得出來，所以整句照抄 long 節那一句
年紀|大了|，|買|data|_|六點要下班|，|server|買|，|你好|。|_|come|你|。|アドバイスを聞いていれば|。|那個|_|release|_|延期	su06ru4|284xk7|,|a93|data| |xu.42u03ul4vu8410 |,|server|a93|,|su3cl3|.| |come|su3|.|adobaisuwokiiteireba|.|s84ek7| |release| |u06fu6	su06ru4284xk7,a93data xu.42u03ul4vu8410 ,servera93,su3cl3. comesu3.adobaisuwokiiteireba.s84ek7 release u06fu6



## number ｜ 主測：數字 ｜ 來源：人工
# 數字後面接三種語言。**這一節多數是紅的，那是刻意的。**
#
# 為什麼要這一節：主鍵盤十個數字鍵**全部都是注音鍵**（3467 是聲調，
# 其餘在大千鍵盤上也都有對應符號），所以「3個」「2026年」這類輸入
# 在引擎裡根本沒有數字的概念——整串不是合法注音就掉到英文直出。
#
# 實測分三種情況：
#
#   數字＋英文   win11 / 3c / iphone15 / 2026 report      → 現在就對
#   數字＋中文   3個 / 2026年 / 第3版 / 下午3點           → 現在全錯
#   數字＋日文   3時間 / 2回 / 5分 / 1番                  → 現在全錯
#
# 產品現在的答案是「用數字鍵盤打」，但數字鍵盤那條路（NumpadInput）
# **完全繞過 core**：先把組字送出、數字直接塞進宿主。所以「數字後面
# 接中文」在引擎裡沒有互動可測，這一節記的是**主鍵盤**打的情況。
#
# 期望照真實需求寫，不照現況——測資反映需求不是能力。紅著才看得到
# 有沒有修好。
#
# 英文詞裡的數字（win11、mp3、utf8）**不切開**：英文段是 passthrough，
# 那本來就是一個詞。第一版把它們切成兩段，被引擎打臉——那是測資錯。
#
# 按鍵用 mkkeys --sent 產：結構由人指定，第二欄不是引擎的答案。
3|個|_|bug	3|ek4| |bug	3ek4 bug
2026|年	2026|su06	2026su06
第|3|版	2u4|3|103	2u43103
下午|3|點	vu84j3|3|2u03	vu84j332u03
5|分鐘	5|zp 5j/ 	5zp 5j/ 
10|個|人	10|ek4|bp6	10ek4bp6
第|1|名	2u4|1|au/6	2u41au/6
100|元	100|m06	100m06
3|天	3|wu0 	3wu0 
2|次	2|h4	2h4
上午|9|點	g;4j3|9|2u03	g;4j392u03
第|2|季	2u4|2|ru4	2u42ru4
50|公斤	50|ej/ rup 	50ej/ rup 
7|月	7|m,4	7m,4
15|號	15|cl4	15cl4
編號|38	1u0 cl4|38	1u0 cl438
大約|20|分	284m, |20|zp 	284m, 20zp 
3|年|前	3|su06|fu06	3su06fu06
剩|5|天	g/4|5|wu0 	g/45wu0 
12|月|25|號	12|m,4|25|cl4	12m,425cl4
第|3|章	2u4|3|5; 	2u435; 
2|樓	2|x.6	2x.6
共|48|人	ej/ |48|bp6	ej/ 48bp6
滿|18|歲	a03|18|njo4	a0318njo4
折扣|8|折	5k6d.4|8|5k 	5k6d.485k 
等|10|分鐘	2/3|10|zp 5j/ 	2/310zp 5j/ 
大約|3|成	284m, |3|t/6	284m, 3t/6
第|4|題	2u4|4|wu6	2u44wu6
6|號|出口	6|cl4|tj d.3	6cl4tj d.3
第|7|週	2u4|7|5. 	2u475. 
3|時間	3|zikann	3zikann
2|回	2|kai	2kai
5|分	5|hunn	5hunn
1|番	1|bann	1bann
3|人	3|zinn	3zinn
10|個	10|ko	10ko
1000|円	1000|enn	1000enn
7|月	7|gatu	7gatu
15|日	15|niti	15niti
2|枚	2|mai	2mai
3|本	3|honn	3honn
5|才	5|sai	5sai
2|台	2|dai	2dai
4|階	4|kai	4kai
6|歳	6|sai	6sai
8|時	8|zi	8zi
20|代	20|dai	20dai
3|週間	3|shuukann	3shuukann
2|年	2|nenn	2nenn
30|秒	30|byou	30byou
5|回|目	5|kai|moku	5kaimoku
2|番|目	2|bann|moku	2bannmoku
3|日|間	3|niti|aida	3nitiaida
10|分|間	10|hunn|aida	10hunnaida
1|時|半	1|zi|nakaba	1zinakaba
win11	win11	win11
iphone15	iphone15	iphone15
3c	3c	3c
2026|_|report	2026| |report	2026 report
python3	python3	python3
http2	http2	http2
mp3	mp3	mp3
covid19	covid19	covid19
version2	version2	version2
5g	5g	5g
4k	4k	4k
windows10	windows10	windows10
usb3	usb3	usb3
type|_|c	type| |c	type c
ipv6	ipv6	ipv6
3d	3d	3d
2fa	2fa	2fa
sha256	sha256	sha256
base64	base64	base64
utf8	utf8	utf8
top10	top10	top10
page2	page2	page2
step3	step3	step3
phase1	phase1	phase1
level5	level5	level5
round2	round2	round2
2026|_|年度|_|report	2026| |su062j4| |report	2026 su062j4 report
3|個|_|寿司	3|ek4| |susi	3ek4 susi
買|2|個	a93|2|ek4	a932ek4
5|_|items	5| |items	5 items
訂|3|張|票	2u/4|3|5; |qul4	2u/435; qul4
2|個|_|file	2|ek4| |file	2ek4 file
今天|_|meeting|_|3|點	rup wu0 | |meeting| |3|2u03	rup wu0  meeting 32u03
10kg	10kg	10kg
第|1|_|page	2u4|1| |page	2u41 page
3|時|_|開會	3|zi| |d9 cjo4	3zi d9 cjo4
發|2|_|email	z8 |2| |email	z8 2 email
100|_|percent	100| |percent	100 percent
等|5|_|minutes	2/3|5| |minutes	2/35 minutes
1|月|1|號	1|m,4|1|cl4	1m,41cl4
排|3|小時	q96|3|vul3g6	q963vul3g6
2|週|_|sprint	2|5. | |sprint	25.  sprint
剩|1|個	g/4|1|ek4	g/41ek4
大約|15|_|km	284m, |15| |km	284m, 15 km
6|個|月	6|ek4m,4	6ek4m,4
第|9|課	2u4|9|dk4	2u49dk4
